season_year,start,end,duration_days,regional_coverage_mean,mean_temp_below_thr,cluster,tele_cluster,msl_anom_event
1958,1958-02-10,1958-02-14,5,0.05779705556516153,-1.3626776825952818,0,0,-0.7783302254059195
1958,1958-02-17,1958-02-20,4,0.06891362327276107,-1.925081674537415,0,0,3.9548481732503094
1959,1958-12-10,1958-12-12,3,0.00880875776363363,-0.9426616834373133,0,1,8.108915122450052
1959,1958-12-14,1958-12-15,2,0.0039335348946991314,-1.3290553045392377,0,1,8.018123835403326
1959,1959-01-05,1959-01-07,3,0.049024760345072915,-1.2352280394708977,0,1,8.14057297606779
1959,1959-01-18,1959-01-18,1,0.0007901201900513443,-1.7578048706054688,0,1,-4.11812471771345
1959,1959-01-24,1959-01-26,3,0.010334487843928363,-0.533585194958932,0,1,4.022399983553135
1959,1959-02-02,1959-02-02,1,0.1476096057056672,-3.2225519911657394,0,1,19.721568034694897
1959,1959-02-08,1959-02-08,1,0.01611651826671914,-2.2828133534711847,0,1,10.448864404349484
1960,1960-01-23,1960-01-24,2,0.0009983444367009354,-1.9160247794217706,1,1,8.287771133606677
1961,1960-12-23,1960-12-24,2,0.006908714406128318,-4.888456285304768,0,1,6.334013701008665
1961,1961-01-21,1961-01-27,7,0.09770384922536943,-1.881641695842862,0,1,4.7703267332777495
1961,1961-02-03,1961-02-04,2,0.05689077354895457,-1.3535675249981831,0,1,14.155044869241577
1962,1961-12-31,1961-12-31,1,0.0019906027655606003,-1.5218556992522752,1,2,1.4114301212694504
1962,1962-01-11,1962-01-13,3,0.05277016539188606,-2.0980138529014845,1,2,2.5832838570732224
1962,1962-01-18,1962-01-20,3,0.10826837884956948,-2.00494666154702,0,2,12.510561952052589
1962,1962-01-30,1962-02-02,4,0.06621130344925473,-2.4556443461362223,0,2,2.477534639863499
1962,1962-02-08,1962-02-10,3,0.14060153393834554,-2.1741741595622774,0,2,4.686877923327065
1962,1962-02-12,1962-02-12,1,0.0049933577134839875,-0.4163630592299898,1,2,4.874748011783932
1963,1962-12-13,1962-12-13,1,0.00039506009502567215,-1.577850341796875,1,1,-1.7912617205540102
1963,1963-01-01,1963-01-01,1,0.013806828053287592,-0.7271887907247627,1,1,8.623482373338929
1963,1963-01-15,1963-01-31,17,0.09655835367918972,-3.4050081322301198,0,1,4.214074789222221
1963,1963-02-23,1963-02-27,5,0.024284417401036082,-2.251178507373596,0,1,0.5948972137475833
1964,1963-12-16,1963-12-17,2,0.004377411090303117,-1.5007920556029797,0,1,12.757686901742233
1964,1963-12-20,1963-12-23,4,0.0795386262691925,-2.6311418741806323,0,1,10.141979122052149
1964,1963-12-31,1964-01-01,2,0.02613221785769476,-2.395584268711178,1,1,7.318262713658958
1964,1964-02-11,1964-02-12,2,0.0009673843323425363,-0.7107117878429943,1,1,0.6492922658626443
1965,1965-01-14,1965-01-17,4,0.11060395151675997,-3.78768214227077,0,1,11.597992660744094
1965,1965-01-30,1965-02-01,3,0.14820631299990653,-1.6888468666774166,0,1,-8.044974070583804
1965,1965-02-04,1965-02-05,2,0.1354703835568815,-2.318766345306809,0,1,3.7350504091273873
1965,1965-02-24,1965-02-26,3,0.025326371952438965,-0.5799125487796601,0,1,-6.020432775970718
1966,1966-01-19,1966-01-19,1,0.004342531408395255,-3.1194010977494755,1,1,9.257994716096675
1966,1966-01-24,1966-01-25,2,0.05171493731700327,-2.7466114769469145,0,1,12.455364151730208
1966,1966-01-28,1966-01-31,4,0.16890684382621338,-2.6065269672849043,0,1,0.880267111796142
1966,1966-02-08,1966-02-08,1,0.00037768782889741043,-0.6570816040039062,1,1,8.83113049884986
1966,1966-02-19,1966-02-22,4,0.12185950487927663,-2.8985878387840907,0,1,19.42731309434394
1967,1967-01-19,1967-01-19,1,0.012226797587130949,-0.6432910056905822,0,1,8.774384177717543
1967,1967-02-08,1967-02-08,1,0.09686231333669222,-2.6604735245838773,0,1,4.625010707357213
1967,1967-02-13,1967-02-13,1,0.007762024842145254,-0.4397562030052754,0,1,-0.4698793969902767
1967,1967-02-17,1967-02-19,3,0.15881023026719118,-3.367676875347163,0,1,8.240499057779873
1967,1967-02-25,1967-02-26,2,0.031906914331126204,-3.809079103436277,0,1,9.141185121277196
1968,1968-01-02,1968-01-13,12,0.0752971095328996,-3.4342356115264994,0,1,13.263653155176579
1968,1968-02-11,1968-02-13,3,0.08057289977495478,-2.416192676518343,0,1,-2.51586264059264
1968,1968-02-19,1968-02-26,8,0.019607551047271035,-1.9499722461009863,0,1,0.0983268325318134
1969,1968-12-27,1968-12-27,1,0.013345103308575608,-0.8905506375201436,1,1,-3.3480844202039086
1969,1969-01-02,1969-01-02,1,0.008091719529680918,-0.3078474187273373,0,1,3.8001748174614662
1969,1969-02-06,1969-02-06,1,0.01093648665792062,-0.3699290753450715,1,1,-4.229485250673954
1970,1969-12-25,1969-12-25,1,0.007021830539053825,-1.034453935757829,1,1,2.228501662710034
1970,1970-01-07,1970-01-10,4,0.0738678327070632,-2.4100008907759194,0,1,0.2539511900051781
1970,1970-01-19,1970-01-23,5,0.2783507976671885,-2.9921742362715364,0,1,3.9990713374539326
1970,1970-02-04,1970-02-04,1,0.005331937702851107,-0.5214027285658595,0,1,-2.9794459733057796
1970,1970-02-14,1970-02-14,1,0.015215912233397012,-2.8289824253554325,0,1,9.341427435814168
1971,1971-01-07,1971-01-08,2,0.04286270583059209,-3.7210083404946976,0,2,8.489400316636859
1971,1971-01-18,1971-01-19,2,0.03646082919127369,-2.967475214835164,0,2,2.9933035616866843
1971,1971-01-28,1971-01-28,1,0.0483433996878925,-1.2739112463158742,0,2,-4.352205004219173
1971,1971-02-01,1971-02-04,4,0.28180455809615734,-2.672772355332697,0,2,8.647698317410637
1971,1971-02-09,1971-02-10,2,0.04596228246957405,-1.5804096202918538,0,2,-5.100848186723537
1972,1972-01-15,1972-01-16,2,0.021710963308872202,-7.165517065562158,0,2,18.651724292003237
1972,1972-01-27,1972-01-31,5,0.03670291856462883,-1.9728437871219928,0,2,3.17944964640788
1972,1972-02-07,1972-02-11,5,0.1590158708164065,-2.3877189197361255,0,2,12.666029108111895
1972,1972-02-22,1972-02-23,2,0.0003841078146538023,-2.4175796508789062,0,2,11.767106609148403
1973,1973-01-07,1973-01-09,3,0.08354828558576251,-2.183597346502858,0,0,14.956827519534974
1973,1973-02-12,1973-02-14,3,0.015675895555150178,-2.067110486719191,1,0,7.152728562882108
1973,1973-02-17,1973-02-18,2,0.003966499282890908,-0.35016685922630303,1,0,8.118724123227448
1974,1974-01-01,1974-01-02,2,0.11060067539936681,-4.6520372293367025,0,2,11.364766391901261
1974,1974-01-09,1974-01-13,5,0.011808989435567066,-1.4553711952176456,0,2,7.5077436474370085
1974,1974-02-04,1974-02-07,4,0.020101655608869312,-1.3548874372876323,0,2,6.3234983088145595
1976,1975-12-20,1975-12-21,2,0.005133943672651154,-1.1622666360664287,1,2,7.538387944445418
1976,1976-01-09,1976-01-11,3,0.002409537896365263,-0.9629150188599144,0,2,3.436345926748201
1976,1976-01-24,1976-01-25,2,0.12795710537368116,-2.9187770816488743,1,2,-3.094680155526289
1977,1976-12-09,1976-12-09,1,0.004174060127568688,-2.6060847245775816,0,1,8.883798046880326
1977,1976-12-29,1977-01-02,5,0.017074424953700276,-1.3388456734979433,0,1,-5.189867111754802
1977,1977-01-09,1977-01-13,5,0.09220973658235608,-3.325679702714581,0,1,2.674342778775228
1977,1977-01-16,1977-01-19,4,0.07867746982656915,-3.027670425231239,0,1,-2.6672341979927525
1977,1977-01-29,1977-02-02,5,0.046172110985500156,-1.3993262799541886,0,1,-8.083880428438878
1977,1977-02-07,1977-02-08,2,0.030968555561803952,-2.2656578440219564,0,1,10.9916035698048
1977,1977-02-17,1977-02-18,2,0.003885198817017316,-0.5463435939334633,1,1,-3.9915716307794873
1978,1977-12-11,1977-12-11,1,0.021472237650465898,-2.209795162509524,0,1,15.53098165113491
1978,1977-12-28,1977-12-28,1,0.0003965948573331296,-4.181510925292969,1,1,-1.2475269096515338
1978,1978-01-11,1978-01-11,1,0.12415776431916535,-1.7955123094664363,0,1,5.731321991381968
1978,1978-02-03,1978-02-06,4,0.019055367303891176,-1.8808216504541413,0,1,16.347583663206265
1978,1978-02-08,1978-02-08,1,0.0003965948573331296,-0.15374755859375,0,1,14.06483796500991
1978,1978-02-20,1978-02-21,2,0.006556653014560882,-0.870163706734177,0,1,0.04735040126619794
1979,1979-01-02,1979-01-08,7,0.04199445029157025,-2.270520766950044,0,1,4.808815084692155
1979,1979-01-11,1979-01-16,6,0.04531760339065378,-1.9207198312951352,0,1,5.112753454496015
1979,1979-02-05,1979-02-06,2,0.008356506149866194,-2.991536692878383,0,1,2.166377326395748
1979,1979-02-09,1979-02-19,11,0.15747909815876462,-3.5288193421839535,0,1,12.028339882537658
1980,1979-12-20,1979-12-20,1,0.0007256436021074144,-1.1946260342825505,1,0,8.520307594401118
1980,1980-01-28,1980-01-28,1,0.00036617721727667834,-0.5725860595703125,0,0,4.131745166128413
1980,1980-02-01,1980-02-03,3,0.0026387128225060547,-0.49083100156278525,0,0,12.416262831974443
1981,1980-12-17,1980-12-17,1,0.010451671331044137,-6.121331460941868,1,1,-4.004500736909084
1981,1980-12-22,1980-12-22,1,0.013471845143781991,-2.9048804483227393,1,1,11.018263381793664
1981,1980-12-27,1980-12-27,1,0.010329521421189753,-0.6754275803436013,1,1,13.373100024221094
1981,1981-01-04,1981-01-05,2,0.08219410330934548,-3.035002101943049,0,1,11.40660746615163
1981,1981-01-10,1981-01-14,5,0.06563403326167305,-2.6965529442438068,0,1,4.168853199748059
1981,1981-02-04,1981-02-05,2,0.04351287212981826,-2.4454817617538813,0,1,4.1171117648533
1981,1981-02-12,1981-02-13,2,0.020867957445513396,-1.1985200499576436,0,1,21.007619338555223
1982,1981-12-19,1981-12-19,1,0.003590696781629341,-0.9180339620369867,0,1,6.451361664381299
1982,1982-01-08,1982-01-13,6,0.04214241288980535,-2.4149588638062123,0,1,-1.303921824152881
1982,1982-01-16,1982-01-19,4,0.09257722610784438,-5.36016944099406,0,1,-0.7699615031444897
1982,1982-01-22,1982-01-22,1,0.00034914368395147955,-0.331817626953125,0,1,17.47945374197437
1982,1982-01-26,1982-01-27,2,0.09054870677065871,-1.9529683404841542,0,1,2.1761509468827316
1982,1982-02-05,1982-02-07,3,0.10475062007673269,-2.4612974053585566,0,1,5.861487540560392
1982,1982-02-12,1982-02-12,1,0.010625947850266307,-0.4043914500603274,0,1,12.536039985575682
1983,1983-01-19,1983-01-19,1,0.0029276482648543894,-0.8896339878214728,0,0,14.998232002788273
1983,1983-01-21,1983-01-21,1,0.0007792420879099823,-0.26730494429238133,1,0,13.244470337185577
1983,1983-02-11,1983-02-11,1,0.0021069787059726838,-0.1276302199413205,1,0,8.762353114523405
1984,1983-12-18,1983-12-21,4,0.12187170385823143,-4.50378084365424,0,0,17.960752105523778
1984,1983-12-24,1983-12-26,3,0.19720777477296128,-4.287078388178634,0,0,-2.2071223505327002
1984,1983-12-31,1983-12-31,1,0.0011974054712240267,-0.11213452470227424,1,0,8.573079030689167
1984,1984-01-11,1984-01-12,2,0.011694446382205117,-3.876519033347554,0,0,14.765630233027991
1984,1984-01-19,1984-01-23,5,0.18082439391208388,-3.2801696869599333,0,0,8.594005349144993
1984,1984-02-08,1984-02-08,1,0.0027499603978037787,-0.8255381970343845,0,0,11.38589007010519
1985,1984-12-26,1984-12-26,1,0.0003474032306349165,-0.23325347900390625,0,1,17.360259279455033
1985,1985-01-04,1985-01-04,1,0.01748362107769769,-1.9904242806201307,1,1,-5.111621307824086
1985,1985-02-02,1985-02-05,4,0.16701307972916135,-2.0426122679487073,0,1,9.60849620302834
1985,1985-02-09,1985-02-10,2,0.0058964483135638904,-1.3997836624256883,1,1,9.934984765938527
1986,1985-12-19,1985-12-21,3,0.024559834958101195,-1.516249248950824,0,1,5.987955022872787
1986,1986-01-29,1986-01-29,1,0.0007103637246748413,-0.022374371472371538,1,1,-6.474919769823108
1986,1986-02-11,1986-02-13,3,0.03096614158692007,-2.0899112734179717,0,1,3.1531367786822297
1987,1987-01-25,1987-01-27,3,0.07090525967543475,-1.8119095810381693,0,0,1.8029878200434093
1987,1987-02-15,1987-02-17,3,0.03180456851572883,-1.8848801169588822,1,0,10.202503036616319
1988,1988-01-07,1988-01-08,2,0.15288598899653097,-2.8648576559170125,0,0,11.612267320985055
1988,1988-01-16,1988-01-16,1,0.0015955199605998955,-0.8690706838913792,1,0,-9.775100061029054
1988,1988-02-06,1988-02-08,3,0.002640746735320799,-2.850244922197851,0,0,6.39680098015496
1988,1988-02-12,1988-02-13,2,0.03499676924531878,-0.7771736732000654,0,0,-4.285604700051583
1989,1988-12-11,1988-12-12,2,0.0106733393201323,-4.3561795740805,0,2,8.686306663857199
1989,1989-01-05,1989-01-06,2,0.025389529856160734,-0.9897924268847129,1,2,-2.1419101246694576
1989,1989-02-03,1989-02-06,4,0.0614804449487151,-3.5981719395087475,0,2,10.95836912389221
1989,1989-02-18,1989-02-18,1,0.03870927410404959,-1.1810556952050981,0,2,20.16004268344501
1989,1989-02-25,1989-02-25,1,0.00037768782889741043,-0.7547378540039062,1,2,1.0525010379515432
1990,1989-12-13,1989-12-25,13,0.0743390221779367,-2.4955171196352195,0,0,5.259095276696447
1991,1990-12-23,1990-12-24,2,0.01133762917310944,-3.2011554243381557,0,2,-3.088140463795623
1992,1992-01-17,1992-01-17,1,0.032902179608087945,-1.9911480668397434,1,0,-12.25292175780461
1992,1992-01-20,1992-01-20,1,0.0003526046159980483,-0.0935211181640625,0,0,-1.4243256330177265
1992,1992-01-27,1992-01-27,1,0.0018274714446998778,-0.5864935355310332,1,0,7.278355989337442
1993,1993-01-10,1993-01-11,2,0.011231269804580408,-1.291045355728081,0,0,17.516473779370493
1993,1993-01-20,1993-01-20,1,0.001544357867236158,-0.3336669916080907,1,0,13.985411570827916
1993,1993-02-20,1993-02-21,2,0.006938613065464354,-2.4129504389242213,1,0,-3.5668802309768175
1993,1993-02-26,1993-02-28,3,0.001393454010479422,-1.3973315159589894,1,0,9.036587477508522
1994,1993-12-26,1993-12-29,4,0.05779144408671,-5.077199791064483,0,0,4.503442829555232
1994,1994-01-07,1994-01-10,4,0.031193274437987716,-1.0563092120190074,0,0,7.959137593542376
1994,1994-01-15,1994-01-21,7,0.21485412222554626,-5.034122054627899,0,0,8.634584663810674
1994,1994-01-27,1994-01-27,1,0.09161433792361673,-2.8215985179587966,0,0,9.890950338101254
1994,1994-01-31,1994-02-02,3,0.12666377480956867,-1.584506110859955,0,0,4.253639316307552
1994,1994-02-08,1994-02-12,5,0.11326328218490092,-2.1347780846055704,0,0,9.41195215692809
1994,1994-02-27,1994-02-28,2,0.006331197817252612,-2.202510387382361,0,0,13.044899829654993
1995,1995-02-07,1995-02-08,2,0.042707418891158776,-1.2171927761076624,0,0,-1.723450013936708
1995,1995-02-14,1995-02-14,1,0.005564477595639052,-0.7527388969094966,0,0,6.72744661196425
1996,1995-12-11,1995-12-13,3,0.00987859535703051,-0.8578373378968583,0,1,8.965824124159267
1996,1996-01-04,1996-01-08,5,0.05711411432505629,-3.0297066529122008,0,1,8.457399625761045
1996,1996-01-31,1996-02-06,7,0.37360477173287376,-5.298201028690653,0,1,10.076600237631718
1997,1996-12-26,1996-12-26,1,0.0021034643655765913,-1.4638740405502588,0,1,7.758392604228085
1997,1997-01-12,1997-01-14,3,0.011787795128254355,-1.6155992631277902,0,1,8.860408090267024
1997,1997-01-18,1997-01-19,2,0.06374118151593831,-2.1578378270479353,0,1,-1.7389444490374029
1999,1999-01-01,1999-01-02,2,0.05404798519145469,-2.578564751563035,0,2,11.434695829432647
1999,1999-01-13,1999-01-15,3,0.044019046312100296,-3.055759469233697,0,2,9.28030022233438
2000,1999-12-23,1999-12-23,1,0.00855616958376687,-0.9182019725761665,0,2,5.864869949889917
2000,2000-01-19,2000-01-19,1,0.025248845423676888,-0.9131615095677104,1,2,-1.7168396806814914
2000,2000-01-23,2000-01-23,1,0.012802503028675527,-0.5736126178782442,1,2,-3.2435611592359286
2000,2000-01-29,2000-01-29,1,0.005140213031660461,-1.3277656570219443,1,2,18.072246059233564
2001,2000-12-09,2000-12-09,1,0.0007017482999495278,-0.77114415142353,1,1,8.183607562186706
2003,2003-01-22,2003-01-24,3,0.036051367672413376,-2.2004992395738086,0,1,10.59013344032244
2003,2003-02-12,2003-02-17,6,0.13146985829574115,-2.375467179345604,0,1,6.935500848069797
2003,2003-02-25,2003-02-28,4,0.021782679912137833,-1.5150984217227361,0,1,6.949250325719654
2004,2004-01-08,2004-01-11,4,0.04154237928438137,-3.626096689541098,1,1,9.202903967712384
2004,2004-01-16,2004-01-17,2,0.07615181662250475,-1.0253502677456416,1,1,2.988576811017585
2004,2004-01-24,2004-01-27,4,0.10061229835462514,-1.7039193033081481,0,1,2.8532603990656518
2004,2004-01-29,2004-02-01,4,0.051076882037974385,-2.1180748238481617,0,1,1.4056768953043175
2005,2004-12-25,2004-12-27,3,0.010336434884152548,-3.0641928164163548,0,0,11.566889216321405
2005,2005-01-16,2005-01-18,3,0.15858926195139597,-3.546158485340713,0,0,21.565418022165527
2005,2005-01-22,2005-01-24,3,0.01678112399895147,-1.0995756453298775,1,0,3.470484671529606
2005,2005-01-27,2005-01-27,1,0.00034914368395147955,-0.7159500122070312,0,0,18.33942196316978
2005,2005-01-29,2005-01-29,1,0.014595982954812065,-1.6293778777379235,1,0,9.226459831562465
2007,2007-02-04,2007-02-08,5,0.1065574945289346,-2.5240974446748448,0,0,4.718126035897503
2007,2007-02-14,2007-02-16,3,0.014795965959855453,-1.4804166721823648,0,0,1.1011659433708452
2008,2008-02-12,2008-02-12,1,0.043194119803799,-0.8763664123106889,0,2,9.607666507784188
2009,2009-01-15,2009-01-17,3,0.25673907798283657,-2.8946873704407223,0,2,10.839107454485115
2009,2009-01-26,2009-01-27,2,0.01911924978600102,-0.5264735784187626,0,2,12.924796281401441
2009,2009-02-05,2009-02-05,1,0.004695792983553485,-1.9152129163433211,0,2,9.869705735202611
2010,2010-01-04,2010-01-06,3,0.024909884639874324,-1.1120983710961152,0,1,3.8980559018833922
2010,2010-01-10,2010-01-10,1,0.0003996417010889219,-0.21836090087890625,1,1,7.193364237592744
2011,2011-01-23,2011-01-24,2,0.025869913336989975,-2.9159330552078284,0,2,5.490746527144047
2011,2011-02-10,2011-02-11,2,0.006538175900001818,-1.137613228924638,0,2,-1.3672571954644708
2012,2012-01-21,2012-01-21,1,0.0006982873679029591,-0.3160667419433594,0,2,4.980394371578675
2013,2013-01-23,2013-01-26,4,0.053010038116058485,-2.3514242153781577,0,1,9.122682795321344
2013,2013-02-05,2013-02-08,4,0.005065692960039083,-1.6469411892905539,1,1,2.658004454127083
2014,2013-12-31,2014-01-03,4,0.1117046522197344,-5.227319499350641,0,2,8.857399400437544
2014,2014-01-07,2014-01-09,3,0.11167809463566358,-1.9743877394716975,0,2,7.217626125108922
2014,2014-01-23,2014-01-24,2,0.1789381460321674,-1.9910169329632157,0,2,6.286535173257675
2014,2014-01-28,2014-01-30,3,0.015126217397248393,-2.8523016843328652,0,2,-0.8285375763784728
2014,2014-02-08,2014-02-08,1,0.0074932412937641505,-1.3082158665463615,0,2,5.799940064765343
2014,2014-02-12,2014-02-13,2,0.012742015449835716,-1.8758954494241102,1,2,1.7502489014832454
2014,2014-02-28,2014-02-28,1,0.04120356759710344,-3.5379939346954963,0,2,6.040275176760719
2015,2015-01-15,2015-01-15,1,0.0003904107974489146,-0.09683227539062499,1,0,-2.3907917101090543
2015,2015-02-02,2015-02-03,2,0.020859303827064947,-2.4272078757855255,0,0,0.5537895057542599
2015,2015-02-16,2015-02-18,3,0.0502207619228435,-1.51055473933303,0,0,0.7843218818192815
2015,2015-02-20,2015-02-20,1,0.0015323745890322156,-4.235649600893482,0,0,5.326706473110414
2015,2015-02-24,2015-02-28,5,0.006081689546368903,-1.6766364090091765,0,0,5.811531630019758
2016,2016-01-19,2016-01-19,1,0.040279945744274605,-1.0317001344268413,0,0,9.372127380260057
2016,2016-02-15,2016-02-15,1,0.02675529277266812,-1.4283482085890133,1,0,-0.13330086336926045
2017,2017-01-08,2017-01-08,1,0.000765027422913277,-0.4208106994628906,0,0,16.064864056498603
2018,2017-12-27,2018-01-03,8,0.033616573843554876,-2.1179344125721156,0,2,12.737628806890179
2018,2018-01-06,2018-01-07,2,0.127022441340212,-3.7506942864605577,0,2,9.502903132318012
2018,2018-02-04,2018-02-04,1,0.006289721158546799,-2.589593496838449,0,2,-1.4516926217404589
2019,2019-01-21,2019-01-22,2,0.0991540565308362,-1.928304855207997,0,0,11.782499521505208
2019,2019-01-27,2019-02-02,7,0.06412039719002538,-3.3025278124215722,0,0,0.05094127477737821
2021,2021-02-09,2021-02-17,9,0.06910829291930753,-2.885988276542521,0,2,11.377860883663862
2022,2022-01-15,2022-01-16,2,0.0012563460526677705,-2.9988339891959144,0,2,9.236812672564783
2022,2022-02-01,2022-02-01,1,0.0007977637701351048,-1.1997970854756574,1,2,-3.8077447034012906
2022,2022-02-05,2022-02-05,1,0.009451072788062787,-1.7048567504716428,0,2,10.844999313426552
2022,2022-02-14,2022-02-15,2,0.0005796834659714688,-1.3677978515625,0,2,10.26908380413675
2024,2024-01-16,2024-01-17,2,0.05506463990504349,-1.1992501216623048,0,0,-5.913544133724411
2025,2025-01-21,2025-01-23,3,0.05500222521403728,-3.085665055896909,0,2,7.2506399793404315
2025,2025-02-13,2025-02-13,1,0.0010867894059799355,-3.4300724306830275,0,2,-2.7116271714546043
